track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,playlist_stream_ratio
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750.0,114,15,63,0,2,134,C#,Major,71,14,61,1,0,23,33,1.125980692501331e-05
Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704.0,306,99,"5,063",2,120,148,C#,Major,35,24,93,0,0,10,8,2.8771443944623274e-05
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771.0,2,12,10,0,0,127,E,Minor,60,40,89,9,0,60,6,3.180851953956625e-06
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703.0,93,5,67,1,0,172,F#,Minor,74,79,66,11,0,8,16,1.2403870406397773e-05
Streets,Doja Cat,1,2019,11,7,5728,0,865640097.0,85,87,179,0,12,90,B,Major,75,19,46,21,4,34,8,6.617068710023029e-06
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687.0,368,155,"2,854",6,121,96,G,Major,57,30,40,38,0,26,3,7.704182056616645e-06
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494.0,10,56,17,0,0,138,G,Minor,74,65,67,46,0,36,4,2.1809838701150966e-06
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901.0,143,24,110,0,70,120,G,Major,72,67,72,0,0,13,4,7.507676829714018e-06
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048.0,77,134,74,0,2,125,A,Major,70,65,74,1,0,34,4,2.9605444671740614e-06
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573.0,209,54,710,0,18,123,D,Major,82,80,86,1,0,30,13,1.39425856502281e-05
RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345.0,141,12,78,0,0,81,F#,Major,79,44,54,41,0,13,24,5.933014907298774e-06
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020.0,78,46,"2,515",1,0,171,C#,Major,55,10,85,7,0,8,20,1.3518215197884838e-05
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999.0,272,67,"1,066",1,19,91,B,Major,77,60,32,84,0,8,5,5.668436801344669e-06
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934.0,72,0,0,0,0,84,G,Minor,56,61,76,10,0,14,11,6.98549373563759e-06
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,54937991.0,17,3,3,0,0,115,F,Minor,90,74,54,16,0,13,28,1.1285450900452475e-05
When Iï¿½ï¿½ï¿½m Gone (with Katy ,"Katy Perry, Alesso",2,2021,12,29,3270,0,226897599.0,89,21,65,0,0,125,,Major,69,70,89,4,0,49,3,1.441178758352573e-05
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0,258316038.0,24,92,93,0,0,122,F#,Minor,80,62,69,28,0,13,7,2.245311613210791e-06
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090.0,61,23,70,1,0,92,D,Major,85,92,54,16,0,29,7,5.713307152877716e-06
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919.0,30,26,15,0,0,90,F#,Minor,63,75,75,17,0,11,8,5.097952988958348e-06
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492.0,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8,9.501926936079225e-06
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487.0,141,78,"6,591",1,0,93,B,Major,81,53,78,18,0,6,24,2.8057173627399695e-05
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690.0,4,113,20,0,1,130,D,Minor,51,50,76,30,0,10,7,2.39470706421131e-06
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364.0,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6,7.587978581929065e-06
The Joker And The Queen (feat. Taylor Swift),"Ed Sheeran, Taylor Swift",2,2022,2,11,1430,0,146789379.0,46,1,34,0,0,134,,Major,53,31,31,92,0,28,3,9.741849238288555e-06
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044.0,142,40,"5,451",1,953,95,D#,Minor,92,31,89,3,0,8,25,3.76635353622509e-05
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342.0,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31,8.092491570467848e-06
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472.0,34,3,30,0,0,147,G#,Minor,47,50,80,10,0,32,38,1.9542126484698143e-05
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152.0,34,1,31,0,0,123,G,Major,52,44,60,40,0,26,3,8.698603615752637e-06
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726.0,124,27,587,0,4,123,A#,Minor,91,49,61,3,0,17,22,3.587639841181792e-05
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675.0,235,106,"5,221",1,35,90,F#,Minor,90,79,71,26,0,7,37,2.5298433822244184e-05
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054.0,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4,7.899251955700063e-06
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997.0,13,0,113,1,3,115,C#,Major,60,37,71,8,0,48,4,1.790090149812146e-05
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830.0,33,123,7,0,4,141,D#,Major,37,17,67,2,0,34,9,1.2533879543317235e-05
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627.0,22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8,5.682254947288039e-06
Formula,Labrinth,1,2019,10,4,3444,7,554875730.0,24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4,6.206795168352381e-06
Mount Everest,Labrinth,1,2019,6,21,5443,0,467727006.0,45,1,80,0,12,89,,Minor,46,43,43,23,8,8,22,1.1637130057014497e-05
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031.0,7,21,2,0,0,95,F,Minor,84,49,72,8,0,15,8,8.305393445250974e-07
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548.0,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4,5.258657222211783e-06
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1,245400167.0,19,5,12,0,0,174,F,Minor,67,74,75,44,0,7,30,4.21352606495985e-06
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142.0,128,17,"1,663",0,0,92,G,Major,77,76,84,3,0,38,4,3.240103107388498e-05
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469.0,78,15,"1,674",0,3,134,G#,Major,93,61,74,9,0,17,8,2.824575580483576e-05
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192.0,57,13,50,1,7,172,B,Minor,31,4,86,1,0,28,17,1.4003176763606983e-05
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128.0,44,63,91,0,24,80,A,Major,76,92,62,6,0,8,13,6.4311418162979e-06
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265.0,284,114,"1,481",0,5,150,C#,Minor,91,42,60,0,0,9,12,1.7207229586989207e-05
Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401.0,83,63,"4,180",0,0,80,F#,Minor,78,53,74,4,0,45,21,1.8625218362185225e-05
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317.0,65,45,398,0,1,166,A#,Minor,81,83,75,14,0,29,34,5.889594115822787e-06
Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285.0,5,1,62,0,0,120,G#,Major,67,8,54,27,0,8,4,5.495427356507943e-06
A Tu Merced,Bad Bunny,1,2020,2,29,4214,11,685071800.0,21,20,40,0,0,92,,Major,86,89,79,17,0,11,6,6.151180066089423e-06
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692.0,47,3,42,12,6,85,G#,Minor,74,61,52,30,0,26,9,7.831020280827344e-06
212,"Mainstreet, Chefin",2,2022,1,15,352,0,143139338.0,10,0,39,0,0,154,D,Minor,79,86,52,66,0,9,7,2.4591422939234216e-06
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491.0,42,7,15,0,4,92,D,Minor,73,37,74,28,0,14,6,7.231782012485374e-06
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64714573.0,25,0,14,0,0,140,B,Major,89,75,70,6,0,13,5,1.3088242118201104e-05
Worst Day,Future,1,2022,2,11,910,0,50746620.0,20,3,24,0,0,89,C#,Major,65,60,60,11,0,10,40,1.7932228786863048e-05
Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,601,0,154119539.0,28,73,64,0,0,135,F,Minor,89,89,86,16,0,8,5,3.899570449662453e-06
Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253.0,43,36,46,13,4,140,G#,Minor,51,66,53,60,0,11,18,9.926748701428233e-06
Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639.0,3,0,28,0,1,82,D#,Major,47,44,76,8,91,9,3,5.2152487311955125e-06
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092.0,363,129,"3,895",0,28,79,D,Major,78,58,45,47,0,18,3,1.448412309376737e-05
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868.0,47,116,266,0,0,88,F,Major,31,31,63,47,27,21,12,1.122888419145263e-05
Christmas Tree,V,1,2021,12,24,509,9,317622165.0,8,106,6,0,8,139,F,Major,44,18,38,70,0,12,4,1.6025329970280883e-06
Mal Feito - Ao Vivo,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Hugo & G",2,2022,1,14,971,2,291709698.0,35,104,93,1,0,124,,Minor,73,68,83,55,0,90,7,3.32865176117662e-06
When I R.I.P.,Labrinth,1,2019,10,4,2578,0,203680270.0,8,67,66,0,0,80,G#,Minor,39,45,55,73,0,9,21,1.2657092412534606e-05
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,81350745.0,42,1,26,0,0,120,C#,Minor,84,54,51,47,0,12,40,1.3079167252862896e-05
Forever,Labrinth,1,2019,10,4,3618,0,282883169.0,21,86,138,0,2,80,E,Minor,56,19,46,92,72,11,3,1.2789732286971093e-05
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,0,64787943.0,8,0,29,0,0,117,C#,Major,92,62,86,11,0,24,24,1.605236949720722e-05
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918.0,453,50,"1,785",1,8,117,A,Minor,76,77,52,4,0,8,3,6.0406962195292325e-06
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791.0,13,7,55,0,1,140,F,Minor,62,46,73,10,0,67,11,1.0202892116393648e-05
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367.0,246,71,519,2,5,99,G#,Major,68,57,77,2,0,10,5,9.348305102777899e-06
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783.0,52,42,100,0,0,93,C#,Major,74,59,87,3,0,8,5,6.440916002943554e-06
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,368646862.0,45,27,"1,197",0,43,106,G#,Major,44,8,20,74,42,11,3,2.580789633847473e-05
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472.0,69,2,51,11,0,124,G,Major,81,68,63,17,0,10,22,1.1684236385191354e-05
Bam Bam (feat. Ed Sheeran),"Camila Cabello, Ed Sheeran",2,2022,3,4,6111,4,756907987.0,185,40,492,9,35,95,G#,Major,76,96,70,18,0,33,4,8.073636564757243e-06
Una Noche en Medellï¿½,Cris Mj,1,2022,1,21,5415,32,682475162.0,46,16,53,1,2,96,A#,Minor,87,82,53,10,0,5,8,7.93435468644938e-06
Envolver,Anitta,1,2021,11,11,4673,2,546191065.0,123,113,180,1,4,92,E,Minor,81,40,73,15,0,9,8,8.55561414209513e-06
Starlight,Dave,1,2022,3,3,1856,3,229473310.0,29,40,31,1,1,124,G,Major,95,36,37,35,0,10,28,8.088086584012756e-06
Hati-Hati di Jalan,Tulus,1,2022,3,3,200,2,202677468.0,12,4,0,0,0,72,F#,Major,64,76,44,70,9,12,4,9.86789513277322e-07
"I'm Tired - From ""Euphoria"" An Original HBO Series",Labrinth,1,2022,2,4,1888,0,121913181.0,26,1,58,0,0,71,,Minor,28,26,20,19,0,30,3,1.548643046234681e-05
DANï¿½ï¿½A,"Mc Pedrinho, Pedro Sampaio",2,2022,2,1,911,2,208166039.0,45,0,99,1,1,135,A,Minor,78,55,57,4,0,10,8,4.37631423634861e-06
Yo Voy (feat. Daddy Yankee),Zion & Lennox,1,2004,5,4,2954,2,527033089.0,18,82,0,0,5,95,A#,Major,81,56,70,4,0,5,24,5.604961171612509e-06
"Residente: Bzrp Music Sessions, Vol. 49","Residente, Bizarrap",2,2022,3,3,461,0,94616487.0,7,11,13,0,0,71,C#,Minor,59,70,74,56,0,11,40,4.872300955329276e-06
Jordan,Ryan Castro,1,2021,4,30,2844,2,394030335.0,29,2,35,1,0,180,A#,Minor,80,71,68,6,0,10,37,7.217718402315395e-06
Nail Tech,Jack Harlow,1,2022,2,18,2939,0,193443895.0,42,0,24,0,0,150,E,Minor,65,11,58,0,0,12,9,1.5193035686135248e-05
Chale,Eden Muï¿½ï,1,2022,2,18,695,11,299648208.0,16,41,13,1,1,189,G#,Major,55,86,44,40,0,7,4,2.319386472019215e-06
DARARI,Treasure,1,2022,2,15,328,0,182978249.0,10,21,7,0,9,85,,Major,72,55,64,49,0,7,4,1.7925627870665656e-06
Ya No Somos Ni Seremos,Christian Nodal,1,2022,2,18,866,16,319757142.0,27,84,32,7,11,140,G,Major,59,73,45,44,0,34,3,2.708305417615973e-06
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,0,109091573.0,0,0,14,0,0,81,,Major,77,68,70,6,0,17,20,1.4208246864310959e-05
Freaky Deaky,"Tyga, Doja Cat",2,2022,2,25,1729,0,153240879.0,26,1,19,0,0,104,D,Minor,80,24,65,2,0,9,4,1.1282890122289105e-05
this is what falling in love feels like,JVKE,1,2021,9,3,2005,0,346127840.0,16,5,43,0,7,129,B,Major,42,33,44,62,0,8,6,5.7926574181377605e-06
La Zona,Bad Bunny,1,2020,2,29,1188,0,312622938.0,13,1,15,0,1,94,C#,Minor,76,81,80,20,0,25,4,3.800105032600007e-06
Bohemian Rhapsody - Remastered 2011,Queen,1,1975,10,31,40112,3,2197010679.0,321,162,"5,691",8,17,71,,Minor,41,23,40,27,0,30,5,1.8257535288020328e-05
Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494.0,11,10,267,0,7,146,A,Minor,59,23,46,66,0,15,6,3.0471136890542347e-06
Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073.0,233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8,1.2334481231193923e-05
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34,1970673297.0,315,160,"6,284",1,46,124,D,Major,53,66,78,0,0,16,5,2.582213910213652e-05
"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558.0,10,0,70,0,0,164,A#,Minor,70,71,58,24,0,7,13,4.892112487441112e-06
Monï¿½ï¿½y so,YEAT,1,2021,9,10,1473,0,263779030.0,2,0,12,0,10,138,D,Major,69,35,57,12,0,10,9,5.584219488562074e-06
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453.0,36,2,11,0,14,126,A,Minor,67,37,46,13,0,10,39,6.5572137683473e-06
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728.0,336,188,"2,692",3,30,103,B,Minor,61,47,65,3,0,17,4,1.0605328426972209e-05
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264.0,315,159,"2,179",0,44,95,G#,Major,75,64,52,41,0,11,3,1.0818052450901255e-05
O.O,NMIXX,1,2022,2,22,290,0,135444283.0,9,66,10,0,0,200,B,Minor,39,28,77,4,0,6,29,2.141101813798963e-06
Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296.0,217,136,"6,508",1,,129,,Major,86,75,52,54,0,10,4,2.9371248251615334e-05
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197.0,15,48,50,0,3,98,F#,Minor,68,33,43,38,0,36,14,1.0997491613589416e-05
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298.0,163,32,137,15,12,107,G#,Major,91,32,56,3,0,11,10,1.2579815343169832e-05
Plan A,Paulo Londra,1,2022,3,23,1105,0,240661097.0,32,0,19,0,0,174,,Major,58,56,83,5,0,7,4,4.591519002342119e-06
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166.0,68,24,43,1,0,92,G#,Major,45,27,67,32,0,13,14,5.9307228068302165e-06
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291.0,55,3,32,0,0,90,G,Major,81,59,83,9,0,11,5,7.711304077846532e-06
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451.0,75,11,44,0,14,147,F,Major,60,58,69,2,0,58,4,8.200048219576094e-06
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339.0,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12,6.20479469986332e-06
Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303.0,79,80,250,3,10,101,D#,Minor,76,63,71,3,0,10,3,1.2968066270439096e-05
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063.0,28,124,13,0,1,118,C#,Minor,70,54,71,0,0,33,4,2.462626752878836e-06
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485.0,49,17,30,0,0,98,G,Minor,83,63,74,14,0,16,6,1.0970475556562535e-05
Chance,Paulo Londra,1,2022,4,6,225,0,89566512.0,11,0,7,0,0,138,C#,Minor,72,22,46,24,0,9,6,2.5120996115155182e-06
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855.0,155,5,577,0,6,114,F,Minor,59,30,62,1,0,8,4,1.3645022776433521e-05
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209.0,24,0,52,0,0,180,G,Minor,63,45,64,34,0,9,8,1.2162773040177469e-05
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328.0,52,25,32,0,10,145,B,Major,56,41,57,1,0,13,3,4.7915665142027215e-06
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4,187772591.0,26,3,39,0,0,115,G#,Minor,78,63,64,1,0,7,4,2.8758190805387564e-06
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385.0,14,0,11,0,0,82,A#,Major,79,48,84,13,0,21,23,4.81199105597071e-06
Right On,Lil Baby,1,2022,4,8,1116,0,101780047.0,31,9,15,0,1,166,D,Major,70,22,61,2,0,10,34,1.0964821032161637e-05
Me Arrepentï¿,"Ak4:20, Cris Mj, Pailita",3,2022,3,30,273,2,118381354.0,12,2,4,0,0,92,,Major,86,91,79,29,0,60,16,2.306106416049271e-06
That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130.0,11,6,12,0,15,108,F#,Major,71,55,44,74,0,11,6,4.686972736918102e-06
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991.0,5,0,4,0,1,84,E,Minor,71,63,45,45,0,11,3,1.7873526310949802e-06
RUMBATï¿½,Daddy Yankee,1,2022,3,25,1264,0,157990698.0,20,4,52,0,1,95,D#,Minor,69,90,91,6,0,35,4,8.00047101507204e-06
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831.0,32,0,49,0,0,135,D#,Minor,93,77,45,25,0,13,27,4.935026938525237e-06
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129.0,124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3,7.384768421964776e-06
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107.0,46,8,60,0,0,88,G,Major,89,59,64,5,0,19,7,1.2811747815388923e-05
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812.0,27,2,31,0,0,119,C#,Minor,87,28,50,12,0,10,10,2.2630316353431e-06
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990.0,6,188,20,0,0,120,C#,Major,58,71,80,15,0,7,41,3.0673547278891193e-06
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998.0,229,57,"1,370",2,71,122,D,Major,86,97,80,36,0,9,6,7.2219685110297676e-06
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795.0,10,2,13,0,1,98,F,Major,78,83,75,41,0,27,8,3.162254600504913e-06
Golden,Harry Styles,1,2019,12,13,8429,1,807015863.0,85,24,200,0,2,140,E,Minor,45,25,84,21,0,13,6,1.04446521889496e-05
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613.0,203,1,"8,215",0,0,116,F#,Minor,79,87,81,4,0,10,4,5.6647157386947653e-05
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590.0,32,6,46,0,1,124,D#,Major,86,62,49,51,0,35,21,6.875979954717389e-06
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157.0,34,39,30,0,0,105,A,Minor,91,73,72,13,0,9,15,7.5963723333598985e-06
Still Life,BIGBANG,1,2022,4,5,181,0,53909146.0,16,14,7,0,0,118,G#,Major,68,24,58,44,0,6,3,3.357500784746247e-06
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932.0,228,105,"2,453",0,84,108,E,Major,61,20,38,61,0,10,5,8.395524311563296e-06
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722.0,289,87,"2,430",0,36,100,E,Major,61,53,38,84,0,28,44,1.0704985600777087e-05
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089.0,52,16,65,0,206,140,D#,Minor,81,39,66,38,0,12,14,1.8397163618129072e-05
About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,109,A#,Minor,84,72,74,10,0,34,7,1.2461761121914243e-05
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106.0,38,13,32,0,0,101,C#,Minor,78,40,74,36,0,17,27,1.94943266874855e-05
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540.0,27,44,24,0,5,78,F,Major,56,61,90,36,0,18,31,4.829289909791291e-06
Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415.0,7,30,13,1,1,93,,Minor,79,22,55,31,0,12,5,2.665194003174481e-06
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322.0,4,5,12,0,51,87,G#,Major,52,32,83,24,0,17,43,1.6411902735326896e-05
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127309180.0,4,0,22,0,0,153,A#,Minor,55,50,78,19,0,11,35,2.440515287271507e-05
Yo No Soy Celoso,Bad Bunny,1,2022,5,6,1179,0,313113297.0,7,21,11,0,0,142,,Major,87,93,59,28,0,17,5,3.7654101927201132e-06
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135.0,20,10,33,0,0,96,A#,Minor,85,41,43,39,0,12,21,2.006883795642466e-05
Cooped Up (with Roddy Ricch),"Post Malone, Roddy Ricch",2,2022,5,12,2942,0,271666301.0,42,28,43,0,0,125,,Major,50,39,78,4,0,11,33,1.0829462429350043e-05
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299.0,9,11,22,1,0,85,A#,Major,71,43,65,23,0,9,5,4.7210815913515596e-06
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717.0,22,0,23,0,0,140,C#,Minor,92,78,57,46,0,14,9,2.4574587553732666e-05
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659.0,8,25,18,1,0,196,B,Minor,66,58,79,23,0,22,20,3.744352779542626e-06
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104.0,3,7,13,0,1,134,G,Major,78,51,43,69,0,14,9,2.1625930144806402e-05
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883.0,8,30,13,1,1,103,C#,Minor,80,45,62,76,0,10,38,3.4732729740883403e-06
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004.0,10,24,11,0,0,130,C#,Major,82,50,67,12,0,13,5,2.6357624192781508e-06
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644.0,4,1,6,0,0,108,B,Major,65,52,69,31,0,8,36,2.373154389847927e-05
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890.0,9,0,8,0,0,123,G#,Major,61,66,71,53,0,32,46,2.658485354948409e-05
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558.0,5,28,9,0,0,152,B,Major,84,74,69,21,0,18,6,2.551883600340626e-06
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,319546754.0,10,30,13,0,33,108,D,Major,78,55,60,59,0,7,4,5.260576047034419e-06
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839.0,1,0,5,0,0,72,A#,Minor,56,56,47,76,0,8,36,2.397155587010844e-05
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161.0,4,15,10,0,0,121,F#,Minor,86,67,65,42,0,35,7,2.9256156641429356e-06
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876.0,7,0,7,0,0,138,D#,Minor,57,71,82,19,0,15,29,3.0039615328408745e-05
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261.0,8,12,9,0,0,188,F,Minor,50,41,50,69,0,12,6,3.5435428230320725e-06
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576.0,48,4,34,1,0,110,C#,Major,80,26,85,23,0,11,21,4.441879960088457e-06
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,1112,3,279737940.0,7,25,12,0,0,105,G#,Major,81,77,79,19,0,47,8,3.975149026978607e-06
