track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,playlist_stream_ratio
Leï¿½,Marï¿½ï¿½lia Mendo,1,2022,12,9,993,4,267789608.0,30,84,88,1,28,130,F#,Major,74,79,87,45,0,30,3,3.708134932554963e-06
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9161,5,1221813483.0,240,98,468,3,10,118,,Major,65,63,79,3,0,10,3,7.497871096909478e-06
Something in the Orange,Zach Bryan,1,2022,4,22,3282,12,449701773.0,67,84,46,16,117,110,G,Major,59,22,38,42,0,12,3,7.298170025226918e-06
VOID,Melanie Martinez,1,2023,3,29,596,0,67070410.0,29,9,12,0,52,100,A,Major,72,42,66,18,4,19,4,8.886183937149035e-06
Dijeron Que No La Iba Lograr,"Fuerza Regida, Chino Pacas",2,2023,3,14,320,6,116334601.0,5,48,2,1,9,142,G,Minor,70,76,79,26,0,11,7,2.7506863585667002e-06
Midnight Rain,Taylor Swift,1,2022,10,21,2612,4,433356509.0,19,29,21,0,0,140,,Major,64,18,37,72,0,12,7,6.0273699500380645e-06
If We Ever Broke Up,Mae Stephens,1,2023,2,10,2040,4,165584767.0,81,27,66,9,444,116,G,Major,90,96,73,62,0,9,4,1.231997385363353e-05
You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306.0,37,88,9,0,14,120,A,Major,73,64,85,25,0,61,3,5.785528091993246e-06
LA INOCENTE,"Feid, Mora",2,2022,4,1,2598,37,477033549.0,28,57,43,8,85,92,F,Minor,76,46,79,31,0,7,6,5.446157834068815e-06
Malas Decisiones,Kenia OS,1,2022,10,26,542,2,156214700.0,23,2,21,0,0,110,G#,Minor,81,64,79,5,0,31,3,3.4695838483830267e-06
Murder In My Mind,Kordhell,1,2022,1,21,2459,20,448843705.0,20,68,50,0,22,120,A#,Major,71,57,97,1,0,13,11,5.4785217495698196e-06
Gangsta's Paradise,"Coolio, L.V.",2,1995,7,11,10624,17,1357608774.0,21,0,386,0,,80,G#,Major,63,40,61,9,0,56,6,7.825523967923325e-06
CAIRO,"Karol G, Ovy On The Drums",2,2022,11,13,2418,26,294352144.0,52,66,55,1,16,115,F,Minor,95,43,69,47,0,9,31,8.214650544553193e-06
I Love You So,The Walters,1,2014,11,28,7536,7,972164968.0,44,19,135,0,6,76,A#,Major,58,46,67,65,0,13,4,7.751770787938945e-06
Dark Red,Steve Lacy,1,2017,2,20,10431,7,920045682.0,71,53,181,0,10,172,F#,Major,60,77,78,45,0,12,6,1.1337480523059506e-05
Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16,2420461338.0,231,37,"1,509",0,13,99,A#,Major,40,45,56,69,0,9,5,6.495455950141684e-06
The Hills,The Weeknd,1,2015,5,27,25744,4,1947371785.0,122,94,"1,992",0,18,136,,Minor,36,12,57,9,0,14,8,1.3219869055461333e-05
Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0,244658767.0,27,27,29,1,1,150,G#,Minor,90,64,14,67,35,11,10,6.703213704988549e-06
Peaches (from The Super Mario Bros. Movie),Jack Black,1,2023,4,7,34,0,68216992.0,0,0,0,0,0,92,A#,Minor,71,41,31,79,0,10,5,4.984095458210763e-07
Marisola - Remix,"Duki, NICKI NICOLE, Cris Mj, Standly, Stars Music Chile",5,2022,12,15,1845,16,223582566.0,20,8,30,2,0,95,C#,Major,77,72,87,17,0,7,5,8.251985085456082e-06
LOKERA,"Brray, Rauw Alejandro, Lyanno",3,2022,7,25,3301,30,471819764.0,72,64,64,6,3,102,B,Minor,83,58,83,21,0,10,5,6.996315652432059e-06
Low,SZA,1,2022,12,9,1911,0,272377463.0,23,71,14,0,9,145,,Minor,70,34,55,43,0,16,6,7.015998970516881e-06
Numb,Linkin Park,1,2003,3,24,20111,5,1361425037.0,39,0,"7,341",0,0,110,A,Major,50,24,86,0,0,64,4,1.477202156081694e-05
Tormenta (feat. Bad Bunny),"Gorillaz, Bad Bunny",2,2023,2,24,1529,0,149778242.0,32,18,39,2,0,95,,Major,64,30,77,46,0,38,6,1.0208425333233648e-05
on the street (with J. Cole),"j-hope, J. Cole",2,2023,3,3,615,2,116599790.0,22,82,8,0,9,94,B,Minor,68,81,82,53,0,9,13,5.274452038035403e-06
One Thing At A Time,Morgan Wallen,1,2022,12,2,811,4,148469433.0,11,58,5,0,21,142,G,Major,61,92,91,0,0,26,3,5.462403833656453e-06
Miss You,"Robin Schulz, Oliver Tree",2,2022,8,5,5730,10,497225336.0,108,16,197,3,165,145,F#,Minor,59,20,74,1,0,15,5,1.1523950179401156e-05
Ainï¿½ï¿½ï¿½t Tha,Morgan Wallen,1,2023,3,3,356,4,88791109.0,4,20,0,0,0,121,F#,Minor,64,67,80,0,0,36,3,4.009410446714885e-06
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,1,2023,3,3,604,6,125917280.0,22,101,0,0,66,140,D#,Minor,66,43,76,49,0,12,3,4.796799930875254e-06
Private Landing (feat. Justin Bieber & Future),"Don Toliver, Future, Justin Bieber",3,2023,2,23,1190,0,105062254.0,29,3,18,0,19,137,C#,Minor,84,44,67,8,0,11,6,1.1326617835554908e-05
Everything I Love,Morgan Wallen,1,2023,1,31,579,0,95623148.0,11,54,0,0,103,104,G#,Major,56,72,85,0,0,15,3,6.0550192302809356e-06
Heaven,Niall Horan,1,2023,2,17,1553,2,144584800.0,61,6,48,0,150,92,F,Major,57,68,76,7,0,33,3,1.0741101415916473e-05
LET GO,Central Cee,1,2022,12,15,2301,20,298063749.0,49,23,110,0,8,146,D,Minor,74,51,45,86,0,21,38,7.719825063328986e-06
Sial,Mahalini,1,2023,1,23,134,4,166570053.0,4,6,0,0,23,120,D,Major,56,20,43,89,0,12,4,8.044663346538048e-07
I Wrote The Book,Morgan Wallen,1,2023,1,31,430,0,83021468.0,15,17,0,0,0,144,D,Major,68,83,81,9,0,8,4,5.179383240970878e-06
"Apna Bana Le (From ""Bhediya"")","Arijit Singh, Sachin-Jigar",2,2022,11,5,86,0,139836056.0,11,101,0,0,48,94,A,Major,59,44,56,80,0,6,3,6.150059037706269e-07
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,629,14,303216294.0,32,3,9,0,0,94,G#,Major,73,65,79,5,2,11,6,2.0744267786611756e-06
PLAYA DEL INGLï¿½,"Myke Towers, Quevedo",2,2022,12,15,1701,15,221409663.0,30,15,34,2,47,113,G,Minor,79,66,74,8,0,11,5,7.682591522665385e-06
Man Made A Bar (feat. Eric Church),"Morgan Wallen, Eric Church",2,2023,3,3,329,0,58890931.0,14,35,1,0,0,148,E,Major,50,49,76,12,0,12,3,5.586598724343482e-06
Red Ruby Da Sleeze,Nicki Minaj,1,2023,3,3,1168,0,81419389.0,45,11,20,0,21,98,C#,Major,70,29,73,12,0,11,26,1.434547734078427e-05
Kahani Suno 2.0,Kaifi Khalil,1,2022,5,31,162,6,156777415.0,1,10,1,0,1,140,B,Major,58,26,38,91,0,10,4,1.033312100470594e-06
Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316.0,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3,8.90110908521182e-06
PERO Tï¿,"Karol G, Quevedo",2,2023,2,23,387,11,93438910.0,11,15,14,3,1,140,F#,Major,86,68,79,39,0,11,29,4.141743519910496e-06
Hype Boy,NewJeans,1,2022,8,1,892,17,363472647.0,20,119,12,2,7,100,E,Minor,59,78,94,27,0,29,23,2.454104888943679e-06
Bloody Mary,Lady Gaga,1,2011,1,1,3909,0,372476382.0,66,26,277,3,734,100,A,Minor,59,49,65,2,0,13,3,1.0494625133037295e-05
Monotonï¿½,"Ozuna, Shakira",2,2022,10,19,3645,15,380726517.0,118,34,150,4,19,132,,Minor,87,82,70,42,0,21,5,9.573801238540998e-06
ýýý98 Braves,Morgan Wallen,1,2023,3,3,282,0,56533272.0,6,15,0,0,0,142,D,Major,49,48,67,10,0,26,3,4.988212958910286e-06
WANDA,Quevedo,1,2023,1,20,888,22,175399345.0,11,24,7,1,7,176,E,Minor,72,96,63,25,0,21,7,5.062732702907186e-06
Thought You Should Know,Morgan Wallen,1,2022,5,6,968,4,203221468.0,16,53,1,0,61,140,F#,Major,53,51,70,49,0,14,3,4.763276289294397e-06
In The End,Linkin Park,1,2000,10,24,25065,6,1624165576.0,63,0,"6,808",2,0,105,D#,Minor,55,40,90,1,0,32,6,1.5432539865627592e-05
Zona De Perigo,Leo Santana,1,2022,12,8,531,4,134294498.0,20,1,71,2,0,135,F,Major,81,97,77,75,0,35,3,3.953996685701897e-06
Lovezinho,Treyce,1,2022,7,28,242,0,70069745.0,12,2,13,0,4,128,E,Minor,82,61,59,30,0,12,4,3.45370173674815e-06
I Like You (A Happier Song) (with Doja Cat),"Post Malone, Doja Cat",2,2022,6,3,5281,14,609293408.0,94,21,80,15,38,101,F,Major,74,43,69,12,0,12,7,8.667416930268183e-06
Neverita,Bad Bunny,1,2022,5,6,2590,30,671365962.0,20,64,35,6,0,122,A#,Major,88,43,50,7,0,14,5,3.857806541583352e-06
Vista Al Mar,Quevedo,1,2022,9,8,1769,34,362361576.0,16,19,21,3,4,105,,Minor,76,49,56,80,12,10,13,4.881864185290992e-06
Sem Alianï¿½ï¿½a no ,"MC Xenon, Os Gemeos da Putaria",2,2022,12,23,454,4,93587665.0,6,1,21,0,1,83,C#,Major,53,40,36,73,0,11,33,4.85106664430617e-06
Enemy (with JID) - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, JID, Arcane",4,2021,9,3,6180,7,1223481149.0,122,88,580,21,10,77,B,Minor,72,59,76,24,0,42,28,5.051160784169957e-06
Revenge,XXXTENTACION,1,2017,8,25,3600,11,1022258230.0,7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26,3.5216150815435354e-06
Bombonzinho - Ao Vivo,"Israel & Rodolffo, Ana Castela",2,2022,11,3,1254,6,263453310.0,26,69,73,2,6,158,C#,Major,65,72,95,31,0,92,5,4.7598566895971056e-06
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31,1435127549.0,177,109,305,3,5,176,G,Major,75,43,65,15,0,11,32,4.458140326591975e-06
Quï¿½ï¿½ Ago,"Yuridia, Angela Aguilar",2,2022,10,20,660,15,236857112.0,19,59,18,5,52,98,B,Major,73,88,57,56,0,5,2,2.786490109699556e-06
Love Again,The Kid Laroi,1,2023,1,27,1283,0,147538971.0,57,4,48,0,0,107,B,Minor,66,47,40,72,0,11,3,8.696007511127348e-06
After Hours,The Weeknd,1,2020,2,19,8084,6,698086140.0,45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3,1.1580232777576704e-05
About Damn Time,Lizzo,1,2022,7,15,2332,2,723894473.0,0,0,25,0,0,109,A#,Minor,84,72,74,10,0,34,7,3.2214640213173725e-06
Born With A Beer In My Hand,Morgan Wallen,1,2023,3,3,203,0,34450974.0,5,9,0,0,0,148,,Major,53,61,81,5,0,36,4,5.892431372187039e-06
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14,403097450.0,24,94,9,0,23,158,F#,Minor,60,52,76,17,0,19,5,1.6993409410057047e-06
Besos Moja2,"Wisin & Yandel, ROSALï¿½",2,2022,9,29,2460,13,309483971.0,53,7,56,3,1,94,F,Minor,74,64,73,6,0,10,6,7.948715379511528e-06
Maan Meri Jaan,King,1,2022,10,12,288,6,319566866.0,11,80,1,0,8,96,F#,Minor,70,40,51,35,0,10,4,9.01219840482461e-07
Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996.0,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,5.029691926001007e-06
My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512.0,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4,5.769485130431307e-06
Devil Donï¿½ï¿½ï¿½,Morgan Wallen,1,2023,3,3,166,0,32526947.0,2,10,0,0,0,125,,Major,53,32,66,38,0,9,3,5.103460832029517e-06
LLYLM,ROSALï¿½,1,2023,1,27,1838,0,124988687.0,105,41,114,1,59,170,F#,Minor,56,56,63,13,0,19,27,1.4705330891266983e-05
I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664.0,86,1,49,0,9,115,,Major,70,84,90,17,0,41,6,1.8210256664028972e-05
TRUSTFALL,P!nk,1,2023,1,27,2098,16,134255790.0,88,24,101,7,451,122,G#,Major,64,25,89,0,0,15,9,1.5626886557369332e-05
ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721.0,23,95,11,0,3,105,A#,Minor,88,82,80,8,0,11,8,2.5278048485230216e-06
Boy's a liar,PinkPantheress,1,2022,11,30,1225,0,156338624.0,27,0,28,13,0,133,F,Major,66,74,84,25,0,21,4,7.835555722941504e-06
VIBE (feat. Jimin of BTS),"TAEYANG, Jimin",2,2023,1,13,415,2,152850295.0,15,40,21,1,15,100,,Major,79,60,68,7,0,26,4,2.7150749038462763e-06
Shirt,SZA,1,2022,10,28,3469,0,309653982.0,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,1.1202827031625255e-05
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,1,2022,10,28,3311,0,297328960.0,129,31,212,1,41,177,A,Major,25,17,30,90,0,13,3,1.1135814015560408e-05
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,1,2022,9,22,2616,0,332506354.0,113,17,208,0,192,142,D,Minor,64,31,72,15,0,9,5,7.867518826422186e-06
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16,480507035.0,47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4,6.255891758171657e-06
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0,1065580332.0,113,92,259,0,1,120,B,Minor,65,80,86,9,0,19,10,3.997821536368222e-06
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0,122763672.0,9,1,12,4,3,135,D,Major,92,73,51,55,0,15,6,3.926242936102465e-06
Calm Down,Rï¿½ï,1,2022,2,9,4013,10,445763624.0,107,44,750,22,,107,B,Major,81,82,78,38,0,12,4,9.002529107220288e-06
Jhoome Jo Pathaan,"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184.0,13,78,2,0,0,105,G,Major,82,62,74,10,0,33,7,0.00010108527495194787
Escapism. - Sped Up,"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753.0,12,1,11,0,8,108,F#,Minor,44,38,77,9,0,9,20,7.422327902137128e-06
Space Song,Beach House,1,2015,1,1,17852,4,789753877.0,69,76,335,0,,147,,Minor,51,62,79,22,13,14,3,2.26045107468336e-05
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833.0,11,78,35,0,21,115,,Major,71,34,88,16,0,44,4,2.749267715225828e-06
Te Felicito,"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689.0,124,66,212,13,1,174,F,Major,70,57,64,23,0,8,32,7.909470678976224e-06
Muï¿½ï¿½,"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253.0,33,7,53,2,0,90,A#,Minor,68,83,71,3,0,31,8,5.439263828540914e-06
TV,Billie Eilish,1,2022,7,21,3009,2,338564981.0,68,89,65,0,25,141,E,Minor,41,9,25,84,1,14,4,8.887511021111779e-06
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3,1606986953.0,136,24,"1,959",0,30,82,F,Major,68,50,49,56,0,8,4,1.0884967029349615e-05
Heather,Conan Gray,1,2020,3,20,6170,7,1301799902.0,82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3,4.739591691872781e-06
"Besharam Rang (From ""Pathaan"")","Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018.0,21,79,2,0,0,116,G#,Minor,77,65,80,6,0,15,4,9.273326578642254e-07
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891.0,537,122,"2,726",6,,124,A,Minor,79,59,86,4,0,8,11,1.4600652848337228e-05
Sugar Rush Ride,TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809.0,12,56,13,0,13,125,A#,Minor,71,83,89,1,0,17,9,3.3351043449637216e-06
Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895.0,57,119,77,1,13,90,,Major,80,71,69,2,0,27,10,3.560636695169022e-06
WAIT FOR U (feat. Drake & Tems),"Drake, Future, Tems",3,2022,4,27,5491,14,556585270.0,128,84,75,0,35,83,C#,Major,46,34,64,31,0,7,34,9.865514407163524e-06
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0,2303033973.0,532,77,"1,535",3,8,124,B,Minor,79,68,79,1,0,10,8,1.1775336498694369e-05
After Dark,Mr.Kitty,1,2014,8,8,1776,14,646886885.0,1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3,2.745456804244841e-06
Eu Gosto Assim - Ao Vivo,"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678.0,27,64,66,1,4,154,,Major,64,61,91,15,0,72,4,6.616873815246048e-06
INDUSTRY BABY (feat. Jack Harlow),"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763.0,300,47,690,0,,150,D#,Minor,74,89,70,2,0,5,6,7.338717303318544e-06
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8,872137015.0,78,21,240,1,52,186,E,Minor,41,9,61,2,0,12,5,4.651792012290638e-06
Atlantis,Seafret,1,2015,4,22,3045,6,571386359.0,43,53,134,1,32,166,G#,Minor,40,23,48,5,0,12,3,5.329143673169139e-06
PUNTO 40,"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786.0,54,32,66,2,0,107,,Major,87,20,83,0,4,31,9,9.88556338960328e-06
Evoque Prata,"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928.0,14,1,50,0,0,87,G,Major,87,52,52,31,0,28,24,4.896356770346523e-06
How Do I Say Goodbye,Dean Lewis,1,2022,8,5,2163,15,284785823.0,72,97,58,0,154,82,G#,Major,40,39,64,21,0,7,7,7.59518144974513e-06
Blind,SZA,1,2022,12,9,1484,0,163284000.0,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4,9.088459371401974e-06
Die For You,Joji,1,2022,11,4,1703,0,246390068.0,38,45,36,16,0,148,G#,Major,47,15,52,38,13,29,5,6.911804578096873e-06
Doja,Central Cee,1,2022,7,20,4169,44,482257456.0,57,44,183,1,11,140,F#,Major,91,97,57,38,0,40,29,8.6447600718899e-06
Gatita,Bellakath,1,2022,10,3,1054,0,168684524.0,9,0,15,0,1,101,G,Major,90,76,81,15,24,33,6,6.248350322878464e-06
Rumble,"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819.0,39,45,27,0,1,140,C#,Minor,81,6,84,5,23,6,6,3.629770123434735e-05
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622.0,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29,8.193676750409487e-06
Yonaguni,Bad Bunny,1,2021,6,4,9644,28,1260594497.0,120,86,164,4,0,180,C#,Major,64,44,65,28,0,14,12,7.650358638682841e-06
Super Freaky Girl,Nicki Minaj,1,2022,8,12,4827,0,428685680.0,104,17,76,9,2,133,D,Major,95,91,89,6,0,31,24,1.1259998234603964e-05
Running Up That Hill (A Deal With God),Kate Bush,1,1985,9,16,21811,0,1024858327.0,117,1,676,3,0,108,A#,Minor,63,20,55,72,0,6,6,2.1281965931667742e-05
Dream On,Aerosmith,1,1973,1,5,168,0,838586769.0,0,0,5,0,0,80,F,Minor,39,24,43,39,0,23,3,2.0033705063142966e-07
Limbo,Freddie Dredd,1,2022,8,11,688,0,199386237.0,14,1,17,0,2,75,B,Minor,80,46,62,3,6,11,46,3.4505892199570426e-06
Where Are You Now,"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632.0,238,122,557,17,58,121,F#,Minor,67,26,64,52,0,17,10,1.0863645615799927e-05
WORTH NOTHING,"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580.0,34,54,34,0,2,140,D,Minor,58,17,62,18,0,20,8,7.552524009483196e-06
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105.0,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,8.199877171561563e-06
KICK BACK,Kenshi Yonezu,1,2022,10,12,574,4,210038833.0,38,101,26,0,0,102,C#,Major,58,29,94,0,0,9,11,2.732827981385709e-06
Evergreen (You Didnï¿½ï¿½ï¿½t Deserve Me A,Omar Apollo,1,2022,4,8,2499,0,227918678.0,70,0,49,0,0,82,A,Major,70,31,34,60,1,11,4,1.0964437061187237e-05
Good Days,SZA,1,2020,12,24,10426,2,826623384.0,133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6,1.261275715374633e-05
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301.0,198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6,8.817683161338757e-06
Woman,Doja Cat,1,2021,6,25,9424,0,1329090101.0,202,50,463,4,,108,F,Minor,82,88,76,9,0,12,9,7.090565186596029e-06
Shut up My Moms Calling - (Sped Up),Hotel Ugly,1,2022,9,14,713,7,181831132.0,2,4,6,0,0,85,F,Minor,65,36,47,31,0,12,10,3.921220707133914e-06
Ferrari,"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599.0,173,79,175,0,168,125,C#,Minor,84,70,69,1,0,5,5,1.6763484939578604e-05
"You're On Your Own, Kid",Taylor Swift,1,2022,10,21,2537,2,348647203.0,8,18,20,0,1,120,D,Major,69,40,39,41,0,13,6,7.276696839010637e-06
"Kesariya (From ""Brahmastra"")","Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607.0,26,98,4,0,0,94,,Major,58,44,57,57,0,10,3,7.965093099513333e-07
Agudo Mï¿½ï¿½gi,"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517.0,4,0,14,0,0,130,F#,Minor,65,49,80,22,4,7,5,3.565179769995573e-06
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469.0,56,38,"1,891",1,,110,E,Major,74,51,74,2,0,29,4,9.560832627556337e-06
All I Want for Christmas Is You,Mariah Carey,1,1994,10,28,25653,0,1449779435.0,387,132,"2,094",0,,150,G,Major,34,33,63,16,0,7,4,1.769441570262031e-05
Last Christmas,Wham!,1,1984,1,1,22153,0,1159176109.0,274,111,"1,302",0,,107,B,Minor,74,88,65,28,0,46,3,1.911098738837103e-05
Rockin' Around The Christmas Tree,Brenda Lee,1,1958,1,1,14994,0,769213520.0,191,168,206,0,,140,G#,Major,70,85,41,71,0,45,5,1.9492637102894396e-05
Jingle Bell Rock,Bobby Helms,1,1957,1,1,10326,0,741301563.0,165,99,104,0,,119,D,Major,74,78,37,84,0,6,3,1.3929553794829918e-05
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,12353,0,807561936.0,35,0,549,0,0,93,E,Major,35,38,23,91,0,29,3,1.5296659549342605e-05
Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0,834129063.0,231,106,439,0,,133,G,Major,46,53,63,5,0,30,18,1.127883012032156e-05
It's the Most Wonderful Time of the Year,Andy Williams,1,1963,10,14,8879,0,663832097.0,182,107,160,0,1,202,G,Major,24,76,60,77,0,12,4,1.3375370127666485e-05
Let It Snow! Let It Snow! Let It Snow!,Dean Martin,1,1959,11,16,6512,0,446390129.0,88,1,277,0,0,134,C#,Major,45,72,24,91,0,18,4,1.4588136199579807e-05
Snowman,Sia,1,2017,1,1,5140,0,690104769.0,85,110,500,0,,105,C#,Major,72,33,51,48,0,9,3,7.448144442543332e-06
Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717.0,144,99,251,0,0,160,G#,Major,51,69,81,0,0,21,5,1.3591992858920263e-05
Feliz Navidad,Josï¿½ï¿½ Felic,1,1970,11,1,3788,0,520034544.0,21,3,10,0,0,148,D,Major,50,96,82,47,0,34,4,7.28413149415705e-06
Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0,476244795.0,5,0,291,0,0,151,G,Major,65,70,47,87,0,9,4,1.60736664849009e-05
Mistletoe,Justin Bieber,1,2011,1,1,9577,0,629173063.0,195,111,310,0,0,162,F#,Minor,67,88,54,51,0,9,4,1.5221567106409957e-05
Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135.0,114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3,2.4993566578367514e-05
Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329.0,5,31,1,0,0,152,C#,Major,65,35,65,44,18,21,7,1.0201669996156087e-05
Love Language,SZA,1,2022,12,9,1127,0,110849052.0,16,63,8,0,0,65,A,Minor,71,55,26,85,0,13,8,1.0166979145658368e-05
Happy Xmas (War Is Over),"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795.0,130,1,390,0,0,147,D,Major,33,39,61,32,0,77,3,2.3516111690737747e-05
Used (feat. Don Toliver),"SZA, Don Toliver",2,2022,12,8,1042,0,94005786.0,7,29,3,0,0,150,A#,Minor,73,71,69,53,0,32,9,1.1084424101299466e-05
A Holly Jolly Christmas - Single Version,Burl Ives,1,1952,1,1,7930,0,395591396.0,108,120,73,0,0,140,,Major,67,81,36,64,0,15,3,2.0045936489478147e-05
The Christmas Song (Merry Christmas To You) - Remastered 1999,Nat King Cole,1,1946,11,1,11500,0,389771964.0,140,72,251,0,0,139,C#,Major,36,22,15,84,0,11,4,2.9504430954915987e-05
Wonderful Christmastime - Edited Version / Remastered 2011,Paul McCartney,1,1979,11,16,1685,0,403939487.0,1,0,29,0,0,95,B,Major,75,74,58,36,0,9,3,4.171416893441765e-06
Do They Know It's Christmas? - 1984 Version,Band Aid,1,1984,11,25,14169,0,481697415.0,209,30,449,0,0,115,,Major,60,23,57,0,2,27,3,2.9414731237451212e-05
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250.0,16,20,4,0,0,125,F#,Major,62,59,43,84,3,11,5,1.4844660260326646e-05
Special,SZA,1,2022,12,9,906,0,88092256.0,6,21,3,0,0,76,,Major,60,19,20,78,0,11,5,1.0284672468826318e-05
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786.0,90,35,5,0,0,101,C#,Minor,72,91,87,14,0,13,3,3.0912579208934073e-06
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298.0,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6,2.236669428021905e-05
SOS,SZA,1,2022,12,9,827,0,73981293.0,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23,1.1178501570660572e-05
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938.0,13,87,17,0,46,78,A,Major,67,22,59,76,1,15,16,9.122801634482258e-06
